,State,City,Year,Population,Violent Crime,Murder,Rape,Robbery,Assault,Property,Burglary,Larceny,MV Theft,Arson
195,PENNSYLVANIA,ALLENTOWN,2016,119335,257,6,23,122,106,1547,331,1083,133,11
196,PENNSYLVANIA,ERIE,2016,98887,176,6,18,58,94,959,223,697,39,19
197,PENNSYLVANIA,PHILADELPHIA,2016,1567810,7374,122,634,2896,3722,22948,3263,17069,2616,197
198,PENNSYLVANIA,PITTSBURGH,2016,306870,1115,29,51,438,597,4487,716,3358,413,76
199,SOUTH CAROLINA,CHARLESTON,2016,132585,200,6,18,51,125,1524,166,1237,121,3
200,SOUTH CAROLINA,COLUMBIA,2016,132495,373,5,38,120,210,3411,496,2546,369,5
201,SOUTH CAROLINA,NORTH CHARLESTON,2016,109051,435,15,40,136,244,2961,425,2228,308,9
202,SOUTH DAKOTA,SIOUX FALLS,2016,172313,460,2,70,57,331,2664,412,1944,308,24
203,TENNESSEE,CHATTANOOGA,2016,174969,873,12,57,154,650,4787,777,3532,478,13
204,TENNESSEE,CLARKSVILLE,2016,150319,481,6,43,52,380,1799,307,1421,71,1
205,TENNESSEE,KNOXVILLE,2016,185638,832,7,78,199,548,4854,810,3676,368,9
206,TENNESSEE,MEMPHIS,2016,657936,5733,88,229,1537,3879,16833,4348,11152,1333,181
207,TENNESSEE,MURFREESBORO,2016,123994,359,2,25,74,258,1830,335,1411,84,4
208,TENNESSEE,NASHVILLE,2016,658029,3398,35,216,799,2348,11480,2232,8545,703,36
209,TEXAS,ABILENE,2016,121764,279,6,32,56,185,2242,468,1650,124,8
210,TEXAS,AMARILLO,2016,198770,680,6,85,136,453,4526,899,3191,436,16
211,TEXAS,AUSTIN,2016,938728,1958,12,339,511,1096,16933,2659,13146,1128,41
212,TEXAS,BEAUMONT,2016,117635,649,7,44,191,407,2466,765,1561,140,25
213,TEXAS,BROWNSVILLE ,2016,184941,234,2,28,66,138,3057,463,2511,83,4
214,TEXAS,CARROLLTON5,2016,130676,116,2,23,32,59,1358,245,983,130,2
215,TEXAS,COLLEGE STATION,2016,105855,118,0,27,27,64,1081,161,861,59,1
216,TEXAS,CORPUS CHRISTI,2016,324326,1090,11,135,195,749,5703,1044,4317,342,24
217,TEXAS,DALLAS,2016,1301977,4772,81,381,2150,2160,22059,5401,13049,3609,184
218,TEXAS,DENTON,2016,131194,158,3,46,26,83,1424,265,1096,63,0
219,TEXAS,EL PASO,2016,686077,1337,6,152,222,957,5950,705,4825,420,24
220,TEXAS,FORT WORTH,2016,829731,2217,36,225,587,1369,13909,2473,10284,1152,62
221,TEXAS,FRISCO,2016,152678,65,0,10,16,39,1176,137,1012,27,5
222,TEXAS,GARLAND,2016,237593,367,1,54,176,136,3681,720,2538,423,13
223,TEXAS,GRAND PRAIRIE,2016,187901,306,5,65,94,142,2217,350,1634,233,6
224,TEXAS,HOUSTON,2016,2275221,11578,158,600,4763,6057,49299,8995,33924,6380,364
225,TEXAS,IRVING,2016,236465,258,2,13,115,128,3191,633,2250,308,15
226,TEXAS,KILLEEN,2016,140497,445,5,67,91,282,1797,563,1085,149,16
227,TEXAS,LAREDO,2016,256280,493,7,74,88,324,4126,570,3445,111,28
228,TEXAS,LEWISVILLE,2016,104741,91,0,21,20,50,1334,206,984,144,4
229,TEXAS,LUBBOCK,2016,247271,1306,3,74,209,1020,5918,1302,4186,430,25
230,TEXAS,MCALLEN,2016,140593,96,1,23,31,41,2227,154,2029,44,6
231,TEXAS,MCKINNEY,2016,163406,117,4,24,30,59,1102,151,879,72,7
232,TEXAS,MESQUITE,2016,145569,287,0,32,117,138,2756,488,1903,365,7
233,TEXAS,MIDLAND,2016,132625,247,3,15,49,180,1785,300,1400,85,6
234,TEXAS,ODESSA,2016,118606,490,3,39,59,389,2250,447,1585,218,12
235,TEXAS,PASADENA,2016,154986,328,2,49,102,175,1949,308,1426,215,13
236,TEXAS,PEARLAND,2016,106850,92,0,11,32,49,961,139,765,57,4
237,TEXAS,PLANO,2016,282968,178,5,30,52,91,2758,485,2073,200,9
238,TEXAS,RICHARDSON,2016,111008,91,2,10,39,40,1201,177,920,104,0
239,TEXAS,ROUND ROCK,2016,115955,85,0,14,18,53,1363,159,1163,41,6
240,TEXAS,SAN ANTONIO,2016,1463586,5111,70,572,1051,3418,36630,5449,28000,3181,119
241,TEXAS,TYLER,2016,102481,206,1,33,52,120,2002,305,1621,76,1
242,TEXAS,WACO,2016,131413,346,2,60,74,210,2351,535,1757,59,7
243,TEXAS,WICHITA FALLS,2016,105186,245,3,64,75,103,1775,388,1248,139,0
244,UTAH,PROVO,2016,115294,82,0,30,12,40,1449,156,1197,96,2
245,VIRGINIA,ALEXANDRIA,2016,152710,137,3,12,61,61,1306,85,1089,132,5
246,VIRGINIA,CHESAPEAKE,2016,235273,416,7,37,95,277,2979,318,2491,170,11
247,VIRGINIA,HAMPTON,2016,136381,174,10,19,73,72,2012,245,1637,130,6
248,VIRGINIA,NEWPORT NEWS ,2016,182975,377,11,38,126,202,2570,410,1895,265,25
249,VIRGINIA,NORFOLK,2016,245400,766,27,66,217,456,4438,557,3650,231,11
250,VIRGINIA,RICHMOND,2016,220802,504,24,29,221,230,3065,553,2177,335,20
251,VIRGINIA,VIRGINIA BEACH,2016,452797,344,8,69,133,134,4798,428,4113,257,36
252,WASHINGTON,BELLEVUE,2016,138532,75,0,6,36,33,2165,333,1679,153,10
253,WASHINGTON,EVERETT6,2016,107633,258,1,30,75,152,2958,464,1984,510,8
254,WASHINGTON,KENT,2016,127259,162,0,31,74,57,3669,595,2397,677,6
255,WASHINGTON,RENTON,2016,100015,148,3,18,60,67,2921,454,1861,606,20
256,WASHINGTON,SEATTLE,2016,683700,2058,15,129,757,1157,19148,3921,13294,1933,53
257,WASHINGTON,SPOKANE,2016,212698,564,4,68,153,339,8000,1303,5758,939,18
258,WASHINGTON,TACOMA,2016,206884,1010,5,69,285,651,6795,1233,4329,1233,48
259,WASHINGTON,VANCOUVER,2016,171076,319,0,64,69,186,2868,508,1859,501,24
260,WISCONSIN,GREEN BAY,2016,105119,244,1,30,30,183,954,159,768,27,4
261,WISCONSIN,KENOSHA,2016,100038,141,0,12,58,71,1042,206,795,41,3
262,WISCONSIN,MADISON,2016,248833,395,6,56,99,234,3187,434,2593,160,8
263,WISCONSIN,MILWAUKEE,2016,600400,4427,53,248,1531,2595,11359,2358,6026,2975,118
