,State,City,Year,Population,Violent Crime,Murder,Rape,Robbery,Assault,Property,Burglary,Larceny,MV Theft,Arson
157,MICHIGAN,ANN ARBOR,2017,121930,122,0,24,29,69,894,112,732,50,4
158,MICHIGAN,CLINTON TOWNSHIP,2017,100999,182,2,28,20,132,746,143,526,77,5
159,MICHIGAN,DETROIT,2017,670792,6642,138,334,1287,4883,15011,4143,6490,4378,429
160,MICHIGAN,GRAND RAPIDS,2017,197868,692,7,66,160,459,1844,345,1329,170,28
161,MICHIGAN,LANSING,2017,116302,652,9,53,115,475,1674,421,1078,175,19
162,MICHIGAN,STERLING HEIGHTS,2017,132882,119,1,22,7,89,711,76,581,54,3
163,MICHIGAN,WARREN,2017,135303,350,4,58,52,236,1411,308,868,235,13
164,MINNESOTA,MINNEAPOLIS,2017,418971,2239,18,259,870,1092,9169,1707,6330,1132,50
165,MINNESOTA,ROCHESTER,2017,115228,98,0,28,12,58,1083,159,886,38,1
166,MINNESOTA,ST. PAUL,2017,306696,1020,14,112,352,542,5238,1167,3141,930,72
167,MISSOURI,COLUMBIA,2017,122585,370,4,60,61,245,1617,238,1262,117,6
168,MISSOURI,INDEPENDENCE,2017,117055,345,3,17,80,245,3124,342,2212,570,5
169,MISSOURI,KANSAS CITY,2017,484948,4216,71,227,917,3001,10367,2207,6139,2021,109
170,MISSOURI,SPRINGFIELD,2017,168654,1095,6,179,177,733,7522,1152,5386,984,32
171,MISSOURI,ST. LOUIS,2017,310284,2902,93,126,770,1913,8689,1443,6031,1215,91
172,MONTANA,BILLINGS,2017,111317,276,1,45,22,208,2851,341,2112,398,9
173,NEBRASKA,LINCOLN,2017,284063,486,0,111,91,284,3724,537,3049,138,0
174,NEBRASKA,OMAHA,2017,449388,1403,15,196,260,932,8348,1015,5796,1537,0
175,NEVADA,HENDERSON,2017,299285,283,4,50,111,118,2639,550,1773,316,12
176,NEVADA,LAS VEGAS METROPOLITAN POLICE DEPARTMENT,2017,1627244,4906,70,629,1660,2547,22888,6269,12692,3927,51
177,NEVADA,NORTH LAS VEGAS,2017,242537,1189,11,56,253,869,3007,1150,1235,622,3
178,NEVADA,RENO,2017,248531,800,11,61,176,552,3528,666,2154,708,7
179,NEW HAMPSHIRE,MANCHESTER,2017,110655,348,1,44,83,220,1431,218,1116,97,12
180,NEW JERSEY,EDISON TOWNSHIP,2017,102699,59,0,3,28,28,608,97,454,57,4
181,NEW JERSEY,ELIZABETH,2017,129726,480,2,19,235,224,2030,308,1330,392,5
