,State,City,Year,Population,Violent Crime,Murder,Rape,Robbery,Assault,Property,Burglary,Larceny,MV Theft,Arson,Total
579,CALIFORNIA,OAKLAND,2017,424915,2790.0,32.0,185.0,1367.0,1206.0,13028.0,1431.0,8587.0,3010.0,70.0,31706.0
580,CALIFORNIA,OCEANSIDE,2017,176815,335.0,4.0,36.0,82.0,213.0,2100.0,317.0,1568.0,215.0,16.0,4886.0
581,CALIFORNIA,ONTARIO,2017,174724,309.0,3.0,59.0,96.0,151.0,2218.0,344.0,1431.0,443.0,10.0,5064.0
582,CALIFORNIA,ORANGE,2017,141130,123.0,1.0,6.0,37.0,79.0,1292.0,216.0,873.0,203.0,9.0,2839.0
583,CALIFORNIA,OXNARD,2017,209513,464.0,10.0,34.0,223.0,197.0,2695.0,412.0,1897.0,386.0,24.0,6342.0
584,CALIFORNIA,PALMDALE,2017,158094,342.0,2.0,22.0,126.0,192.0,1278.0,270.0,801.0,207.0,12.0,3252.0
585,CALIFORNIA,PASADENA,2017,142891,285.0,5.0,19.0,120.0,141.0,1558.0,392.0,960.0,206.0,22.0,3708.0
586,CALIFORNIA,POMONA,2017,153066,423.0,10.0,48.0,181.0,184.0,2222.0,349.0,1299.0,574.0,13.0,5303.0
587,CALIFORNIA,RANCHO CUCAMONGA,2017,178308,147.0,0.0,24.0,49.0,74.0,2120.0,436.0,1504.0,180.0,1.0,4535.0
588,CALIFORNIA,RIALTO5,2017,103980,188.0,2.0,9.0,75.0,102.0,842.0,229.0,314.0,299.0,2.0,2062.0
589,CALIFORNIA,RICHMOND,2017,110804,516.0,7.0,25.0,218.0,266.0,2134.0,402.0,1105.0,627.0,23.0,5323.0
590,CALIFORNIA,RIVERSIDE,2017,328023,792.0,6.0,78.0,253.0,455.0,5269.0,926.0,3431.0,912.0,38.0,12160.0
591,CALIFORNIA,ROSEVILLE,2017,135028,109.0,0.0,11.0,40.0,58.0,1706.0,180.0,1369.0,157.0,8.0,3638.0
592,CALIFORNIA,SACRAMENTO,2017,499997,1678.0,21.0,53.0,541.0,1063.0,7312.0,1495.0,4519.0,1298.0,98.0,18078.0
593,CALIFORNIA,SALINAS,2017,158313,508.0,18.0,39.0,172.0,279.0,2347.0,439.0,1187.0,721.0,9.0,5719.0
594,CALIFORNIA,SAN BERNARDINO,2017,217259,1410.0,20.0,83.0,400.0,907.0,4053.0,1040.0,1897.0,1116.0,32.0,10958.0
595,CALIFORNIA,SAN DIEGO,2017,1424116,2515.0,17.0,265.0,694.0,1539.0,13173.0,2032.0,8552.0,2589.0,81.0,31457.0
596,CALIFORNIA,SAN FRANCISCO,2017,881255,3069.0,34.0,187.0,1599.0,1249.0,27654.0,2568.0,22449.0,2637.0,151.0,61597.0
597,CALIFORNIA,SAN JOSE,2017,1037529,1916.0,15.0,299.0,604.0,998.0,12528.0,1973.0,6463.0,4092.0,84.0,28972.0
598,CALIFORNIA,SAN MATEO,2017,105090,122.0,0.0,9.0,26.0,87.0,1004.0,299.0,614.0,91.0,2.0,2254.0
599,CALIFORNIA,SANTA ANA,2017,335699,787.0,10.0,85.0,304.0,388.0,3769.0,459.0,2176.0,1134.0,33.0,9145.0
600,CALIFORNIA,SANTA CLARA,2017,127538,88.0,0.0,17.0,22.0,49.0,1538.0,161.0,1181.0,196.0,4.0,3256.0
601,CALIFORNIA,SANTA CLARITA,2017,216350,173.0,2.0,19.0,59.0,93.0,1637.0,343.0,1080.0,214.0,6.0,3626.0
602,CALIFORNIA,SANTA MARIA,2017,107424,224.0,0.0,25.0,72.0,127.0,1218.0,218.0,629.0,371.0,4.0,2888.0
603,CALIFORNIA,SANTA ROSA,2017,176361,375.0,4.0,58.0,60.0,253.0,1567.0,253.0,1119.0,195.0,8.0,3892.0
604,CALIFORNIA,SIMI VALLEY,2017,126635,81.0,0.0,9.0,16.0,56.0,917.0,161.0,678.0,78.0,2.0,1998.0
605,CALIFORNIA,STOCKTON,2017,309566,2120.0,19.0,69.0,578.0,1454.0,5765.0,1146.0,3548.0,1071.0,70.0,15840.0
606,CALIFORNIA,SUNNYVALE,2017,154919,80.0,1.0,13.0,27.0,39.0,1251.0,247.0,865.0,139.0,8.0,2670.0
607,CALIFORNIA,TEMECULA,2017,115220,56.0,0.0,2.0,18.0,36.0,1436.0,204.0,1083.0,149.0,0.0,2984.0
608,CALIFORNIA,THOUSAND OAKS,2017,129240,73.0,0.0,22.0,11.0,40.0,837.0,137.0,626.0,74.0,6.0,1826.0
609,CALIFORNIA,TORRANCE,2017,147482,146.0,0.0,17.0,57.0,72.0,1546.0,302.0,999.0,245.0,8.0,3392.0
610,CALIFORNIA,VALLEJO,2017,122174,541.0,10.0,46.0,187.0,298.0,2369.0,1256.0,603.0,510.0,20.0,5840.0
611,CALIFORNIA,VENTURA,2017,110006,231.0,1.0,31.0,56.0,143.0,1822.0,297.0,1332.0,193.0,10.0,4116.0
612,CALIFORNIA,VICTORVILLE,2017,123284,417.0,8.0,29.0,128.0,252.0,1700.0,402.0,968.0,330.0,27.0,4261.0
613,CALIFORNIA,VISALIA,2017,132143,245.0,6.0,36.0,79.0,124.0,2129.0,470.0,1342.0,317.0,8.0,4756.0
614,CALIFORNIA,VISTA,2017,103004,189.0,4.0,22.0,54.0,109.0,746.0,159.0,460.0,127.0,7.0,1877.0
615,CALIFORNIA,WEST COVINA,2017,108128,150.0,0.0,20.0,75.0,55.0,1266.0,259.0,811.0,196.0,6.0,2838.0
616,COLORADO,AURORA,2017,368018,1073.0,17.0,149.0,350.0,557.0,5380.0,811.0,3608.0,961.0,31.0,12937.0
617,COLORADO,CENTENNIAL,2017,111416,66.0,3.0,13.0,9.0,41.0,916.0,151.0,680.0,85.0,6.0,1970.0
618,COLORADO,COLORADO SPRINGS,2017,472958,1274.0,16.0,264.0,231.0,763.0,7185.0,1149.0,5097.0,939.0,61.0,16979.0
619,COLORADO,DENVER,2017,706616,2318.0,29.0,341.0,557.0,1391.0,12255.0,2081.0,7786.0,2388.0,66.0,29212.0
620,COLORADO,FORT COLLINS,2017,167633,188.0,1.0,23.0,17.0,147.0,2149.0,241.0,1800.0,108.0,6.0,4680.0
621,COLORADO,GREELEY,2017,105906,192.0,1.0,28.0,23.0,140.0,1260.0,194.0,926.0,140.0,13.0,2917.0
622,COLORADO,PUEBLO,2017,110872,555.0,3.0,108.0,97.0,347.0,3308.0,614.0,2156.0,538.0,24.0,7750.0
623,COLORADO,THORNTON3,2017,139825,219.0,2.0,71.0,33.0,113.0,,,1405.0,382.0,16.0,2241.0
624,COLORADO,WESTMINSTER,2017,115155,133.0,1.0,28.0,27.0,77.0,1765.0,203.0,1203.0,359.0,9.0,3805.0
625,CONNECTICUT,BRIDGEPORT,2017,146110,600.0,12.0,27.0,264.0,297.0,1662.0,287.0,1022.0,353.0,8.0,4532.0
626,CONNECTICUT,HARTFORD,2017,122891,611.0,14.0,27.0,190.0,380.0,2296.0,341.0,1638.0,317.0,38.0,5852.0
627,CONNECTICUT,STAMFORD,2017,130189,136.0,0.0,13.0,42.0,81.0,965.0,106.0,752.0,107.0,3.0,2205.0
628,CONNECTICUT,WATERBURY,2017,107924,249.0,3.0,26.0,124.0,96.0,1883.0,284.0,1203.0,396.0,6.0,4270.0
629,FLORIDA,CAPE CORAL,2017,184346,118.0,3.0,8.0,12.0,95.0,1488.0,290.0,1126.0,72.0,1.0,3213.0
630,FLORIDA,CLEARWATER,2017,115295,293.0,2.0,42.0,71.0,178.0,1848.0,249.0,1476.0,123.0,11.0,4293.0
631,FLORIDA,CORAL SPRINGS,2017,131558,125.0,0.0,27.0,35.0,63.0,1287.0,112.0,1064.0,111.0,2.0,2826.0
632,FLORIDA,DAVIE,2017,103555,124.0,1.0,13.0,44.0,66.0,1347.0,145.0,1094.0,108.0,9.0,2951.0
633,FLORIDA,FORT LAUDERDALE,2017,180972,523.0,4.0,37.0,214.0,268.0,5246.0,821.0,3978.0,447.0,8.0,11546.0
634,FLORIDA,GAINESVILLE,2017,132777,472.0,2.0,81.0,94.0,295.0,2225.0,229.0,1854.0,142.0,3.0,5397.0
635,FLORIDA,HIALEAH,2017,238260,232.0,2.0,15.0,77.0,138.0,2673.0,283.0,2042.0,348.0,16.0,5826.0
636,FLORIDA,HOLLYWOOD,2017,153893,216.0,3.0,13.0,90.0,110.0,2391.0,393.0,1754.0,244.0,4.0,5218.0
637,FLORIDA,JACKSONVILLE,2017,894638,2696.0,52.0,257.0,670.0,1717.0,15489.0,2832.0,11251.0,1406.0,52.0,36422.0
638,FLORIDA,LAKELAND,2017,107927,154.0,1.0,35.0,39.0,79.0,1917.0,268.0,1540.0,109.0,0.0,4142.0
639,FLORIDA,MIAMI,2017,463009,1665.0,26.0,41.0,510.0,1088.0,9265.0,1187.0,7044.0,1034.0,33.0,21893.0
640,FLORIDA,MIAMI GARDENS,2017,114008,448.0,11.0,8.0,108.0,321.0,1727.0,214.0,1314.0,199.0,6.0,4356.0
641,FLORIDA,MIRAMAR,2017,141328,225.0,2.0,14.0,51.0,158.0,1103.0,167.0,817.0,119.0,2.0,2658.0
642,FLORIDA,ORLANDO,2017,283982,1000.0,13.0,85.0,279.0,623.0,7906.0,1272.0,5904.0,730.0,13.0,17825.0
643,FLORIDA,PALM BAY,2017,111275,279.0,5.0,23.0,29.0,222.0,1024.0,221.0,723.0,80.0,5.0,2611.0
644,FLORIDA,PEMBROKE PINES,2017,170923,179.0,0.0,15.0,46.0,118.0,1891.0,189.0,1529.0,173.0,4.0,4144.0
645,FLORIDA,POMPANO BEACH,2017,111027,497.0,8.0,32.0,220.0,237.0,2712.0,388.0,1888.0,436.0,5.0,6423.0
646,FLORIDA,PORT ST. LUCIE,2017,188652,86.0,0.0,8.0,14.0,64.0,1089.0,178.0,867.0,44.0,1.0,2351.0
647,FLORIDA,ST. PETERSBURG,2017,263712,955.0,12.0,62.0,243.0,638.0,6277.0,940.0,4814.0,523.0,59.0,14523.0
648,FLORIDA,TALLAHASSEE,2017,192455,891.0,6.0,103.0,203.0,579.0,4637.0,762.0,3507.0,368.0,5.0,11061.0
649,FLORIDA,TAMPA,2017,384360,904.0,20.0,53.0,198.0,633.0,3123.0,590.0,2267.0,266.0,24.0,8078.0
650,FLORIDA,WEST PALM BEACH,2017,109459,515.0,15.0,38.0,163.0,299.0,2895.0,451.0,2160.0,284.0,12.0,6832.0
651,GEORGIA,ATLANTA,2017,481343,2165.0,37.0,130.0,669.0,1329.0,10383.0,1602.0,7291.0,1490.0,42.0,25138.0
652,GEORGIA,COLUMBUS,2017,198832,613.0,9.0,42.0,208.0,354.0,4172.0,1006.0,2834.0,332.0,19.0,9589.0
653,GEORGIA,SANDY SPRINGS,2017,107740,56.0,0.0,8.0,26.0,22.0,1097.0,194.0,827.0,76.0,2.0,2308.0
654,GEORGIA,SAVANNAH-CHATHAM METROPOLITAN,2017,242941,570.0,23.0,52.0,182.0,313.0,4197.0,626.0,3121.0,450.0,10.0,9544.0
655,HAWAII,HONOLULU4,2017,990384,1206.0,15.0,157.0,443.0,591.0,13256.0,1568.0,10037.0,1651.0,170.0,29094.0
656,ILLINOIS,AURORA,2017,201599,251.0,4.0,28.0,46.0,173.0,1246.0,191.0,963.0,92.0,11.0,3005.0
657,ILLINOIS,CHICAGO,2017,2706171,14070.0,331.0,870.0,5382.0,7487.0,41577.0,6317.0,29658.0,5602.0,265.0,111559.0
658,ILLINOIS,ELGIN,2017,112767,116.0,0.0,18.0,24.0,74.0,754.0,97.0,625.0,32.0,2.0,1742.0
659,ILLINOIS,JOLIET,2017,148342,283.0,5.0,36.0,74.0,168.0,1240.0,230.0,946.0,64.0,43.0,3089.0
660,ILLINOIS,NAPERVILLE,2017,147934,87.0,1.0,15.0,20.0,51.0,870.0,64.0,785.0,21.0,5.0,1919.0
661,ILLINOIS,PEORIA,2017,114157,430.0,7.0,31.0,140.0,252.0,2171.0,518.0,1536.0,117.0,18.0,5220.0
662,ILLINOIS,ROCKFORD,2017,146770,1147.0,9.0,60.0,210.0,868.0,2438.0,647.0,1593.0,198.0,20.0,7190.0
663,ILLINOIS,SPRINGFIELD,2017,115568,614.0,5.0,44.0,118.0,447.0,2438.0,558.0,1731.0,149.0,25.0,6129.0
664,INDIANA,EVANSVILLE,2017,119371,453.0,6.0,30.0,87.0,330.0,2905.0,423.0,2276.0,206.0,16.0,6732.0
665,INDIANA,FORT WAYNE,2017,266259,463.0,13.0,57.0,151.0,242.0,4191.0,611.0,3343.0,237.0,40.0,9348.0
666,INDIANA,INDIANAPOLIS,2017,870788,5903.0,58.0,315.0,1741.0,3789.0,18331.0,4254.0,11630.0,2447.0,100.0,48568.0
667,INDIANA,SOUTH BEND,2017,101857,468.0,9.0,47.0,163.0,249.0,2492.0,629.0,1630.0,233.0,24.0,5944.0
668,IOWA,CEDAR RAPIDS,2017,131878,185.0,0.0,19.0,46.0,120.0,2259.0,424.0,1693.0,142.0,8.0,4896.0
669,IOWA,DAVENPORT,2017,103063,385.0,7.0,51.0,97.0,230.0,2506.0,479.0,1753.0,274.0,13.0,5795.0
670,KANSAS,OLATHE,2017,137070,129.0,1.0,44.0,18.0,66.0,931.0,74.0,792.0,65.0,2.0,2122.0
671,KANSAS,OVERLAND PARK,2017,191566,199.0,3.0,50.0,32.0,114.0,1475.0,160.0,1185.0,130.0,2.0,3350.0
672,KANSAS,TOPEKA,2017,126624,371.0,15.0,25.0,112.0,219.0,3124.0,467.0,2280.0,377.0,5.0,6995.0
673,KANSAS,WICHITA,2017,391084,1909.0,18.0,210.0,310.0,1371.0,10810.0,1616.0,8010.0,1184.0,41.0,25479.0
674,KENTUCKY,LEXINGTON,2017,322332,553.0,9.0,100.0,281.0,163.0,5950.0,1119.0,4202.0,629.0,22.0,13028.0
675,LOUISIANA,BATON ROUGE,2017,227403,1205.0,33.0,47.0,448.0,677.0,6120.0,1308.0,4317.0,495.0,79.0,14729.0
676,LOUISIANA,LAFAYETTE,2017,128691,359.0,11.0,8.0,94.0,246.0,3116.0,523.0,2431.0,162.0,14.0,6964.0
677,LOUISIANA,NEW ORLEANS,2017,397447,2228.0,94.0,263.0,682.0,1189.0,8539.0,1178.0,6094.0,1267.0,0.0,21534.0
678,LOUISIANA,SHREVEPORT,2017,193937,941.0,27.0,74.0,251.0,589.0,5328.0,1160.0,3737.0,431.0,34.0,12572.0
679,MARYLAND,BALTIMORE,2017,613217,6095.0,170.0,176.0,2780.0,2969.0,14462.0,3808.0,8033.0,2621.0,149.0,41263.0
680,MASSACHUSETTS,BOSTON,2017,682903,2170.0,22.0,144.0,668.0,1336.0,6649.0,1013.0,5080.0,556.0,0.0,17638.0
681,MASSACHUSETTS,CAMBRIDGE,2017,111707,144.0,0.0,7.0,37.0,100.0,907.0,137.0,727.0,43.0,1.0,2103.0
682,MASSACHUSETTS,LOWELL,2017,111294,136.0,1.0,3.0,64.0,68.0,1146.0,224.0,693.0,229.0,5.0,2569.0
683,MASSACHUSETTS,SPRINGFIELD,2017,154562,629.0,8.0,45.0,168.0,408.0,2208.0,585.0,1415.0,208.0,25.0,5699.0
684,MASSACHUSETTS,WORCESTER,2017,185107,682.0,3.0,24.0,143.0,512.0,1884.0,402.0,1281.0,201.0,2.0,5134.0
685,MICHIGAN,ANN ARBOR,2017,121930,122.0,0.0,24.0,29.0,69.0,894.0,112.0,732.0,50.0,4.0,2036.0
686,MICHIGAN,CLINTON TOWNSHIP,2017,100999,182.0,2.0,28.0,20.0,132.0,746.0,143.0,526.0,77.0,5.0,1861.0
687,MICHIGAN,DETROIT,2017,670792,6642.0,138.0,334.0,1287.0,4883.0,15011.0,4143.0,6490.0,4378.0,429.0,43735.0
688,MICHIGAN,GRAND RAPIDS,2017,197868,692.0,7.0,66.0,160.0,459.0,1844.0,345.0,1329.0,170.0,28.0,5100.0
689,MICHIGAN,LANSING,2017,116302,652.0,9.0,53.0,115.0,475.0,1674.0,421.0,1078.0,175.0,19.0,4671.0
690,MICHIGAN,STERLING HEIGHTS,2017,132882,119.0,1.0,22.0,7.0,89.0,711.0,76.0,581.0,54.0,3.0,1663.0
691,MICHIGAN,WARREN,2017,135303,350.0,4.0,58.0,52.0,236.0,1411.0,308.0,868.0,235.0,13.0,3535.0
692,MINNESOTA,MINNEAPOLIS,2017,418971,2239.0,18.0,259.0,870.0,1092.0,9169.0,1707.0,6330.0,1132.0,50.0,22866.0
693,MINNESOTA,ROCHESTER,2017,115228,98.0,0.0,28.0,12.0,58.0,1083.0,159.0,886.0,38.0,1.0,2363.0
694,MINNESOTA,ST. PAUL,2017,306696,1020.0,14.0,112.0,352.0,542.0,5238.0,1167.0,3141.0,930.0,72.0,12588.0
695,MISSOURI,COLUMBIA,2017,122585,370.0,4.0,60.0,61.0,245.0,1617.0,238.0,1262.0,117.0,6.0,3980.0
696,MISSOURI,INDEPENDENCE,2017,117055,345.0,3.0,17.0,80.0,245.0,3124.0,342.0,2212.0,570.0,5.0,6943.0
697,MISSOURI,KANSAS CITY,2017,484948,4216.0,71.0,227.0,917.0,3001.0,10367.0,2207.0,6139.0,2021.0,109.0,29275.0
698,MISSOURI,SPRINGFIELD,2017,168654,1095.0,6.0,179.0,177.0,733.0,7522.0,1152.0,5386.0,984.0,32.0,17266.0
699,MISSOURI,ST. LOUIS,2017,310284,2902.0,93.0,126.0,770.0,1913.0,8689.0,1443.0,6031.0,1215.0,91.0,23273.0
700,MONTANA,BILLINGS,2017,111317,276.0,1.0,45.0,22.0,208.0,2851.0,341.0,2112.0,398.0,9.0,6263.0
701,NEBRASKA,LINCOLN,2017,284063,486.0,0.0,111.0,91.0,284.0,3724.0,537.0,3049.0,138.0,,8420.0
702,NEBRASKA,OMAHA,2017,449388,1403.0,15.0,196.0,260.0,932.0,8348.0,1015.0,5796.0,1537.0,0.0,19502.0
703,NEVADA,HENDERSON,2017,299285,283.0,4.0,50.0,111.0,118.0,2639.0,550.0,1773.0,316.0,12.0,5856.0
704,NEVADA,LAS VEGAS METROPOLITAN POLICE DEPARTMENT,2017,1627244,4906.0,70.0,629.0,1660.0,2547.0,22888.0,6269.0,12692.0,3927.0,51.0,55639.0
705,NEVADA,NORTH LAS VEGAS,2017,242537,1189.0,11.0,56.0,253.0,869.0,3007.0,1150.0,1235.0,622.0,3.0,8395.0
706,NEVADA,RENO,2017,248531,800.0,11.0,61.0,176.0,552.0,3528.0,666.0,2154.0,708.0,7.0,8663.0
707,NEW HAMPSHIRE,MANCHESTER,2017,110655,348.0,1.0,44.0,83.0,220.0,1431.0,218.0,1116.0,97.0,12.0,3570.0
708,NEW JERSEY,EDISON TOWNSHIP,2017,102699,59.0,0.0,3.0,28.0,28.0,608.0,97.0,454.0,57.0,4.0,1338.0
709,NEW JERSEY,ELIZABETH,2017,129726,480.0,2.0,19.0,235.0,224.0,2030.0,308.0,1330.0,392.0,5.0,5025.0
710,NEW JERSEY,LAKEWOOD TOWNSHIP,2017,102759,51.0,1.0,2.0,20.0,28.0,426.0,114.0,293.0,19.0,2.0,956.0
711,NEW JERSEY,NEWARK,2017,283673,1205.0,31.0,51.0,495.0,628.0,3020.0,570.0,1414.0,1036.0,29.0,8479.0
712,NEW JERSEY,PATERSON,2017,147690,484.0,14.0,18.0,228.0,224.0,1750.0,550.0,828.0,372.0,8.0,4476.0
713,NEW JERSEY,WOODBRIDGE TOWNSHIP,2017,102129,48.0,1.0,4.0,27.0,16.0,727.0,111.0,567.0,49.0,1.0,1551.0
714,NEW MEXICO,LAS CRUCES4,2017,102350,118.0,6.0,25.0,36.0,51.0,2279.0,439.0,1703.0,137.0,0.0,4794.0
715,NEW YORK,AMHERST TOWN,2017,121150,63.0,0.0,5.0,23.0,35.0,915.0,70.0,826.0,19.0,2.0,1958.0
716,NEW YORK,BUFFALO,2017,256169,1207.0,25.0,72.0,411.0,699.0,4434.0,987.0,3101.0,346.0,90.0,11372.0
717,NEW YORK,NEW YORK,2017,8616333,22374.0,136.0,1122.0,6607.0,14509.0,57556.0,5296.0,49711.0,2549.0,0.0,159860.0
718,NEW YORK,ROCHESTER,2017,208591,902.0,11.0,65.0,350.0,476.0,3742.0,617.0,2812.0,313.0,55.0,9343.0
719,NEW YORK,SYRACUSE,2017,143069,499.0,9.0,52.0,141.0,297.0,2129.0,498.0,1464.0,167.0,28.0,5284.0
720,NEW YORK,YONKERS,2017,201554,406.0,4.0,17.0,118.0,267.0,942.0,168.0,690.0,84.0,8.0,2704.0
721,NORTH CAROLINA11,GREENSBORO,2017,290051,,19.0,,321.0,635.0,4788.0,999.0,3436.0,353.0,60.0,10611.0
722,NORTH CAROLINA13,WILMINGTON,2017,119422,,11.0,,92.0,224.0,2014.0,459.0,1440.0,115.0,4.0,4359.0
723,NORTH CAROLINA5,CARY,2017,166986,,0.0,,23.0,31.0,828.0,131.0,672.0,25.0,7.0,1717.0
724,NORTH CAROLINA7,CHARLOTTE-MECKLENBURG,2017,914609,,46.0,,979.0,1982.0,16414.0,3275.0,11880.0,1259.0,102.0,35937.0
725,NORTH CAROLINA9,DURHAM,2017,269088,,12.0,,428.0,632.0,4923.0,1159.0,3397.0,367.0,20.0,10938.0
726,NORTH DAKOTA,FARGO,2017,123430,209.0,2.0,47.0,29.0,131.0,1823.0,220.0,1469.0,134.0,5.0,4069.0
727,OHIO,AKRON,2017,197412,674.0,25.0,119.0,193.0,337.0,3915.0,1060.0,2479.0,376.0,66.0,9244.0
728,OHIO,CINCINNATI,2017,299116,1389.0,33.0,156.0,601.0,599.0,7305.0,1790.0,4806.0,709.0,0.0,17388.0
729,OHIO,CLEVELAND,2017,385351,2575.0,44.0,241.0,1111.0,1179.0,9114.0,2929.0,4494.0,1691.0,141.0,23519.0
730,OHIO,COLUMBUS,2017,872205,2270.0,69.0,495.0,937.0,769.0,16437.0,3478.0,11109.0,1850.0,5.0,37419.0
731,OHIO,DAYTON,2017,140171,590.0,16.0,73.0,187.0,314.0,2869.0,843.0,1754.0,272.0,22.0,6940.0
732,OHIO,TOLEDO,2017,277116,1259.0,19.0,120.0,282.0,838.0,5398.0,1493.0,3531.0,374.0,12.0,13326.0
733,OKLAHOMA,BROKEN ARROW,2017,108823,67.0,0.0,12.0,18.0,37.0,1225.0,201.0,892.0,132.0,0.0,2584.0
734,OKLAHOMA,NORMAN,2017,124074,178.0,4.0,46.0,23.0,105.0,1702.0,299.0,1274.0,129.0,1.0,3761.0
735,OKLAHOMA,OKLAHOMA CITY,2017,648260,2438.0,33.0,242.0,512.0,1651.0,11953.0,2993.0,7631.0,1329.0,45.0,28827.0
736,OKLAHOMA,TULSA,2017,404868,2065.0,37.0,193.0,476.0,1359.0,11061.0,2674.0,6596.0,1791.0,72.0,26324.0
737,OREGON,EUGENE,2017,168310,320.0,2.0,50.0,84.0,184.0,3079.0,595.0,2239.0,245.0,23.0,6821.0
738,OREGON,GRESHAM,2017,112466,204.0,4.0,37.0,46.0,117.0,1928.0,225.0,1132.0,571.0,9.0,4273.0
739,OREGON,HILLSBORO,2017,107433,135.0,0.0,48.0,26.0,61.0,1070.0,126.0,807.0,137.0,13.0,2423.0
740,OREGON,PORTLAND,2017,649408,1610.0,9.0,215.0,506.0,880.0,18468.0,2264.0,12582.0,3622.0,137.0,40293.0
741,OREGON,SALEM,2017,169565,274.0,3.0,14.0,66.0,191.0,3709.0,430.0,2810.0,469.0,16.0,7982.0
742,PENNSYLVANIA,ALLENTOWN,2017,120823,295.0,5.0,38.0,132.0,120.0,1509.0,286.0,1094.0,129.0,7.0,3615.0
743,PENNSYLVANIA,PHILADELPHIA,2017,1575595,7357.0,156.0,585.0,2878.0,3738.0,22766.0,3130.0,17141.0,2495.0,211.0,60457.0
744,RHODE ISLAND,PROVIDENCE,2017,179854,442.0,4.0,57.0,128.0,253.0,2686.0,448.0,1960.0,278.0,9.0,6265.0
745,SOUTH CAROLINA,CHARLESTON,2017,136845,184.0,1.0,31.0,46.0,106.0,1471.0,211.0,1151.0,109.0,10.0,3320.0
746,SOUTH DAKOTA,SIOUX FALLS,2017,177888,385.0,3.0,62.0,42.0,278.0,2353.0,335.0,1789.0,229.0,24.0,5500.0
747,TENNESSEE,CHATTANOOGA,2017,178753,930.0,17.0,59.0,161.0,693.0,4964.0,711.0,3658.0,595.0,6.0,11794.0
748,TENNESSEE,CLARKSVILLE,2017,153294,501.0,4.0,47.0,57.0,393.0,2089.0,365.0,1626.0,98.0,6.0,5186.0
749,TENNESSEE,KNOXVILLE,2017,187539,845.0,18.0,71.0,198.0,558.0,5051.0,802.0,3749.0,500.0,7.0,11799.0
750,TENNESSEE,MEMPHIS,2017,652765,6465.0,91.0,300.0,1562.0,4512.0,19018.0,4553.0,12609.0,1856.0,188.0,51154.0
751,TENNESSEE,MURFREESBORO,2017,136102,395.0,3.0,38.0,66.0,288.0,2105.0,240.0,1753.0,112.0,2.0,5002.0
752,TENNESSEE,NASHVILLE METROPOLITAN,2017,681186,3892.0,53.0,245.0,1031.0,2563.0,12431.0,2017.0,9063.0,1351.0,37.0,32683.0
753,TEXAS,ABILENE,2017,122981,330.0,2.0,51.0,70.0,207.0,1803.0,410.0,1272.0,121.0,10.0,4276.0
754,TEXAS,ALLEN,2017,101779,58.0,1.0,15.0,16.0,26.0,599.0,72.0,498.0,29.0,0.0,1314.0
755,TEXAS,AMARILLO,2017,200993,704.0,8.0,92.0,114.0,490.0,4079.0,783.0,2843.0,453.0,26.0,9592.0
756,TEXAS,ARLINGTON,2017,397377,1093.0,10.0,157.0,318.0,608.0,6234.0,927.0,4667.0,640.0,15.0,14669.0
757,TEXAS,AUSTIN,2017,971949,1995.0,11.0,418.0,485.0,1081.0,15779.0,2268.0,12476.0,1035.0,45.0,35593.0
758,TEXAS,BEAUMONT,2017,118456,649.0,7.0,45.0,179.0,418.0,2661.0,664.0,1828.0,169.0,19.0,6639.0
759,TEXAS,CARROLLTON,2017,135823,81.0,1.0,19.0,27.0,34.0,1143.0,209.0,808.0,126.0,0.0,2448.0
760,TEXAS,COLLEGE STATION,2017,115357,124.0,0.0,28.0,27.0,69.0,1157.0,176.0,928.0,53.0,0.0,2562.0
761,TEXAS,CORPUS CHRISTI,2017,329256,1185.0,10.0,110.0,249.0,816.0,5849.0,1016.0,4506.0,327.0,35.0,14103.0
762,TEXAS,DALLAS,2017,1338551,5114.0,82.0,425.0,2085.0,2522.0,21074.0,4944.0,12329.0,3801.0,197.0,52573.0
763,TEXAS,DENTON,2017,136836,199.0,1.0,65.0,32.0,101.0,1480.0,224.0,1145.0,111.0,0.0,3358.0
764,TEXAS,EL PASO,2017,688667,1305.0,13.0,205.0,189.0,898.0,5914.0,613.0,4914.0,387.0,23.0,14461.0
765,TEXAS,FORT WORTH,2017,873069,2365.0,39.0,292.0,595.0,1439.0,13535.0,2456.0,9719.0,1360.0,75.0,31875.0
766,TEXAS,FRISCO,2017,172804,81.0,2.0,23.0,14.0,42.0,1203.0,177.0,990.0,36.0,2.0,2570.0
767,TEXAS,GARLAND,2017,236243,365.0,4.0,67.0,150.0,144.0,3664.0,618.0,2647.0,399.0,7.0,8065.0
768,TEXAS,GRAND PRAIRIE,2017,193249,274.0,1.0,66.0,78.0,129.0,2395.0,332.0,1803.0,260.0,5.0,5343.0
769,TEXAS,HOUSTON,2017,2338235,12852.0,128.0,692.0,4947.0,7085.0,49532.0,8100.0,35624.0,5808.0,315.0,125083.0
770,TEXAS,IRVING,2017,242062,286.0,4.0,29.0,113.0,140.0,3129.0,520.0,2235.0,374.0,16.0,6846.0
771,TEXAS,KILLEEN,2017,145912,592.0,10.0,80.0,149.0,353.0,2086.0,624.0,1150.0,312.0,17.0,5373.0
772,TEXAS,LAREDO,2017,260669,440.0,4.0,55.0,100.0,281.0,3261.0,412.0,2748.0,101.0,27.0,7429.0
