,State,City,Year,Population,Violent Crime,Murder,Rape,Robbery,Assault,Property,Burglary,Larceny,MV Theft,Arson,Total
189,OHIO,DAYTON,2015,140683,663.0,10.0,75.0,235.0,343.0,3254.0,1110.0,1857.0,287.0,53.0,7887.0
190,OKLAHOMA,BROKEN ARROW,2015,106145,74.0,0.0,21.0,19.0,34.0,897.0,168.0,649.0,80.0,2.0,1944.0
191,OKLAHOMA,OKLAHOMA CITY,2015,630621,2399.0,30.0,242.0,544.0,1583.0,11795.0,2796.0,7554.0,1445.0,47.0,28435.0
192,OKLAHOMA,TULSA,2015,401520,1658.0,27.0,160.0,410.0,1061.0,9445.0,2473.0,5811.0,1161.0,80.0,22286.0
193,OREGON,EUGENE,2015,161608,251.0,0.0,41.0,77.0,133.0,2988.0,524.0,2237.0,227.0,20.0,6498.0
194,OREGON,SALEM,2015,163320,252.0,2.0,20.0,50.0,180.0,3339.0,339.0,2673.0,327.0,13.0,7195.0
195,PENNSYLVANIA,ALLENTOWN,2015,119335,231.0,4.0,24.0,113.0,90.0,1389.0,282.0,1019.0,88.0,11.0,3251.0
196,PENNSYLVANIA,ERIE,2015,98887,218.0,3.0,25.0,59.0,131.0,1207.0,292.0,856.0,59.0,14.0,2864.0
197,PENNSYLVANIA,PHILADELPHIA,2015,1567810,7648.0,115.0,679.0,3113.0,3741.0,23292.0,3936.0,16915.0,2441.0,152.0,62032.0
198,PENNSYLVANIA,PITTSBURGH,2015,306870,996.0,21.0,37.0,396.0,542.0,4437.0,981.0,3178.0,278.0,79.0,10945.0
199,SOUTH CAROLINA,CHARLESTON,2015,132585,175.0,13.0,22.0,42.0,98.0,1505.0,226.0,1164.0,115.0,1.0,3361.0
200,SOUTH CAROLINA,COLUMBIA,2015,132495,544.0,4.0,44.0,125.0,371.0,3323.0,522.0,2466.0,335.0,9.0,7743.0
201,SOUTH CAROLINA,NORTH CHARLESTON,2015,109051,380.0,4.0,53.0,102.0,221.0,2608.0,363.0,2013.0,232.0,5.0,5981.0
202,SOUTH DAKOTA,SIOUX FALLS,2015,172313,351.0,1.0,63.0,21.0,266.0,2561.0,467.0,1933.0,161.0,17.0,5841.0
203,TENNESSEE,CHATTANOOGA,2015,174969,795.0,11.0,40.0,124.0,620.0,5251.0,899.0,3910.0,442.0,8.0,12100.0
204,TENNESSEE,CLARKSVILLE,2015,150319,417.0,6.0,32.0,39.0,340.0,1900.0,320.0,1505.0,75.0,9.0,4643.0
205,TENNESSEE,KNOXVILLE,2015,185638,894.0,10.0,106.0,208.0,570.0,5469.0,868.0,4212.0,389.0,8.0,12734.0
206,TENNESSEE,MEMPHIS,2015,657936,5515.0,51.0,250.0,1401.0,3813.0,17509.0,4735.0,11576.0,1198.0,134.0,46182.0
207,TENNESSEE,MURFREESBORO,2015,123994,317.0,3.0,33.0,72.0,209.0,1960.0,442.0,1442.0,76.0,6.0,4560.0
208,TENNESSEE,NASHVILLE,2015,658029,3365.0,30.0,266.0,779.0,2290.0,11505.0,2290.0,8541.0,674.0,22.0,29762.0
209,TEXAS,ABILENE,2015,121764,336.0,6.0,38.0,64.0,228.0,2805.0,609.0,2003.0,193.0,12.0,6294.0
210,TEXAS,AMARILLO,2015,198770,631.0,4.0,94.0,137.0,396.0,4400.0,898.0,3127.0,375.0,14.0,10076.0
211,TEXAS,AUSTIN,2015,938728,1697.0,9.0,266.0,445.0,977.0,17404.0,2464.0,13704.0,1236.0,34.0,38236.0
212,TEXAS,BEAUMONT,2015,117635,572.0,11.0,45.0,162.0,354.0,2250.0,570.0,1582.0,98.0,18.0,5662.0
213,TEXAS,BROWNSVILLE ,2015,184941,239.0,1.0,24.0,76.0,138.0,3700.0,501.0,3124.0,75.0,9.0,7887.0
214,TEXAS,CARROLLTON5,2015,130676,75.0,1.0,3.0,28.0,43.0,1380.0,229.0,1024.0,127.0,2.0,2912.0
215,TEXAS,COLLEGE STATION,2015,105855,109.0,2.0,31.0,20.0,56.0,1119.0,182.0,894.0,43.0,0.0,2456.0
216,TEXAS,CORPUS CHRISTI,2015,324326,1039.0,12.0,155.0,205.0,667.0,5339.0,945.0,4133.0,261.0,28.0,12784.0
217,TEXAS,DALLAS,2015,1301977,4341.0,68.0,405.0,2008.0,1860.0,21508.0,5095.0,12778.0,3635.0,196.0,51894.0
218,TEXAS,DENTON,2015,131194,151.0,2.0,46.0,33.0,70.0,1407.0,174.0,1157.0,76.0,0.0,3116.0
219,TEXAS,EL PASO,2015,686077,1204.0,8.0,153.0,192.0,851.0,6240.0,646.0,5233.0,361.0,38.0,14926.0
220,TEXAS,FORT WORTH,2015,829731,2190.0,27.0,291.0,481.0,1391.0,14926.0,2878.0,10910.0,1138.0,61.0,34293.0
221,TEXAS,FRISCO,2015,152678,58.0,1.0,17.0,15.0,25.0,1157.0,188.0,945.0,24.0,1.0,2431.0
222,TEXAS,GARLAND,2015,237593,344.0,4.0,62.0,159.0,119.0,3606.0,621.0,2606.0,379.0,20.0,7920.0
223,TEXAS,GRAND PRAIRIE,2015,187901,237.0,1.0,38.0,61.0,137.0,1965.0,350.0,1384.0,231.0,11.0,4415.0
224,TEXAS,HOUSTON,2015,2275221,10216.0,144.0,374.0,4777.0,4921.0,48909.0,9597.0,32644.0,6668.0,332.0,118582.0
225,TEXAS,IRVING,2015,236465,216.0,6.0,15.0,83.0,112.0,2914.0,507.0,2132.0,275.0,10.0,6270.0
226,TEXAS,KILLEEN,2015,140497,400.0,10.0,74.0,70.0,246.0,1793.0,441.0,1255.0,97.0,12.0,4398.0
227,TEXAS,LAREDO,2015,256280,491.0,4.0,64.0,69.0,354.0,4291.0,532.0,3599.0,160.0,43.0,9607.0
228,TEXAS,LEWISVILLE,2015,104741,108.0,1.0,23.0,24.0,60.0,1136.0,161.0,869.0,106.0,2.0,2490.0
229,TEXAS,LUBBOCK,2015,247271,1104.0,8.0,90.0,167.0,839.0,5785.0,1231.0,4138.0,416.0,19.0,13797.0
230,TEXAS,MCALLEN,2015,140593,71.0,2.0,7.0,22.0,40.0,2277.0,240.0,1984.0,53.0,3.0,4699.0
231,TEXAS,MCKINNEY,2015,163406,141.0,2.0,25.0,27.0,87.0,1260.0,139.0,1064.0,57.0,5.0,2807.0
232,TEXAS,MESQUITE,2015,145569,214.0,3.0,22.0,98.0,91.0,2876.0,553.0,1910.0,413.0,2.0,6182.0
233,TEXAS,MIDLAND,2015,132625,222.0,5.0,20.0,27.0,170.0,1718.0,347.0,1291.0,80.0,3.0,3883.0
234,TEXAS,ODESSA,2015,118606,589.0,6.0,32.0,79.0,472.0,2270.0,383.0,1618.0,269.0,13.0,5731.0
235,TEXAS,PASADENA,2015,154986,292.0,1.0,38.0,81.0,172.0,2203.0,351.0,1540.0,312.0,25.0,5015.0
236,TEXAS,PEARLAND,2015,106850,81.0,1.0,27.0,19.0,34.0,1103.0,177.0,889.0,37.0,2.0,2370.0
237,TEXAS,PLANO,2015,282968,213.0,2.0,46.0,64.0,101.0,2397.0,354.0,1929.0,114.0,9.0,5229.0
238,TEXAS,RICHARDSON,2015,111008,76.0,0.0,13.0,26.0,37.0,1092.0,192.0,825.0,75.0,1.0,2337.0
239,TEXAS,ROUND ROCK,2015,115955,71.0,1.0,15.0,18.0,37.0,1062.0,98.0,943.0,21.0,2.0,2268.0
240,TEXAS,SAN ANTONIO,2015,1463586,4005.0,51.0,509.0,915.0,2530.0,35261.0,5576.0,26572.0,3113.0,119.0,78651.0
241,TEXAS,TYLER,2015,102481,212.0,3.0,27.0,38.0,144.0,1899.0,322.0,1492.0,85.0,0.0,4222.0
242,TEXAS,WACO,2015,131413,394.0,14.0,34.0,67.0,279.0,2497.0,563.0,1870.0,64.0,42.0,5824.0
243,TEXAS,WICHITA FALLS,2015,105186,200.0,1.0,48.0,54.0,97.0,2057.0,456.0,1526.0,75.0,0.0,4514.0
244,UTAH,PROVO,2015,115294,81.0,0.0,35.0,10.0,36.0,1095.0,100.0,924.0,71.0,1.0,2353.0
245,VIRGINIA,ALEXANDRIA,2015,152710,131.0,0.0,11.0,53.0,67.0,1350.0,113.0,1133.0,104.0,1.0,2963.0
246,VIRGINIA,CHESAPEAKE,2015,235273,488.0,6.0,31.0,81.0,370.0,2810.0,463.0,2185.0,162.0,14.0,6610.0
247,VIRGINIA,HAMPTON,2015,136381,155.0,7.0,16.0,71.0,61.0,1989.0,289.0,1555.0,145.0,14.0,4302.0
248,VIRGINIA,NEWPORT NEWS ,2015,182975,344.0,17.0,35.0,98.0,194.0,2522.0,438.0,1918.0,166.0,25.0,5757.0
249,VIRGINIA,NORFOLK,2015,245400,629.0,7.0,58.0,202.0,362.0,4141.0,522.0,3473.0,146.0,13.0,9553.0
250,VIRGINIA,RICHMOND,2015,220802,553.0,16.0,32.0,236.0,269.0,3645.0,682.0,2640.0,323.0,32.0,8428.0
251,VIRGINIA,VIRGINIA BEACH,2015,452797,316.0,12.0,52.0,128.0,124.0,4625.0,505.0,3931.0,189.0,49.0,9931.0
252,WASHINGTON,BELLEVUE,2015,138532,54.0,2.0,9.0,22.0,21.0,2089.0,319.0,1648.0,122.0,8.0,4294.0
253,WASHINGTON,EVERETT6,2015,107633,191.0,4.0,19.0,65.0,103.0,3040.0,477.0,2156.0,407.0,20.0,6482.0
254,WASHINGTON,KENT,2015,127259,156.0,3.0,28.0,63.0,62.0,2872.0,432.0,1973.0,467.0,12.0,6068.0
255,WASHINGTON,RENTON,2015,100015,135.0,0.0,24.0,50.0,61.0,2680.0,559.0,1725.0,396.0,2.0,5632.0
256,WASHINGTON,SEATTLE,2015,683700,2000.0,9.0,67.0,782.0,1142.0,18074.0,3629.0,12445.0,2000.0,36.0,40184.0
257,WASHINGTON,SPOKANE,2015,212698,549.0,5.0,55.0,170.0,319.0,7585.0,1397.0,5367.0,821.0,24.0,16292.0
258,WASHINGTON,TACOMA,2015,206884,760.0,4.0,67.0,229.0,460.0,6182.0,1188.0,4061.0,933.0,26.0,13910.0
259,WASHINGTON,VANCOUVER,2015,171076,356.0,1.0,60.0,60.0,235.0,2671.0,435.0,1875.0,361.0,27.0,6081.0
260,WISCONSIN,GREEN BAY,2015,105119,216.0,1.0,27.0,25.0,163.0,1035.0,183.0,807.0,45.0,6.0,2508.0
261,WISCONSIN,KENOSHA,2015,100038,126.0,1.0,26.0,50.0,49.0,920.0,152.0,714.0,54.0,2.0,2094.0
262,WISCONSIN,MADISON,2015,248833,432.0,3.0,57.0,106.0,266.0,3170.0,548.0,2520.0,102.0,4.0,7208.0
263,WISCONSIN,MILWAUKEE,2015,600400,4302.0,73.0,189.0,1674.0,2366.0,11680.0,2587.0,6072.0,3021.0,113.0,32077.0
264,ALABAMA,HUNTSVILLE,2016,190106,876.0,10.0,80.0,213.0,573.0,4565.0,881.0,3279.0,405.0,0.0,10882.0
265,ALASKA,ANCHORAGE,2016,301239,1692.0,9.0,302.0,326.0,1055.0,6853.0,1031.0,4901.0,921.0,38.0,17128.0
266,ARIZONA,CHANDLER,2016,258875,272.0,1.0,61.0,69.0,141.0,2987.0,453.0,2373.0,161.0,8.0,6526.0
267,ARIZONA,GILBERT,2016,247324,108.0,1.0,22.0,14.0,71.0,1694.0,297.0,1330.0,67.0,13.0,3617.0
268,ARIZONA,MESA,2016,471034,1069.0,12.0,146.0,210.0,701.0,5517.0,1010.0,4090.0,417.0,21.0,13193.0
269,ARIZONA,PEORIA,2016,170222,166.0,1.0,14.0,41.0,110.0,1865.0,298.0,1444.0,123.0,2.0,4064.0
270,ARIZONA,SCOTTSDALE,2016,233872,197.0,2.0,55.0,59.0,81.0,2904.0,356.0,2436.0,112.0,8.0,6210.0
271,ARIZONA,TEMPE,2016,175556,437.0,3.0,73.0,108.0,253.0,4050.0,599.0,3234.0,217.0,20.0,8994.0
272,ARIZONA,TUCSON,2016,529675,1988.0,11.0,221.0,537.0,1219.0,15773.0,1850.0,13092.0,831.0,72.0,35594.0
273,ARKANSAS,LITTLE ROCK,2016,198647,1415.0,16.0,79.0,302.0,1018.0,6476.0,1086.0,4857.0,533.0,27.0,15809.0
274,CALIFORNIA,ANAHEIM,2016,349471,620.0,4.0,70.0,183.0,363.0,5151.0,759.0,3677.0,715.0,17.0,11559.0
275,CALIFORNIA,ANTIOCH,2016,110537,396.0,7.0,25.0,165.0,199.0,1756.0,367.0,883.0,506.0,27.0,4331.0
276,CALIFORNIA,BAKERSFIELD,2016,373887,925.0,22.0,34.0,289.0,580.0,8264.0,1932.0,4898.0,1434.0,0.0,18378.0
277,CALIFORNIA,BERKELEY,2016,120387,262.0,0.0,27.0,151.0,84.0,2637.0,437.0,1888.0,312.0,20.0,5818.0
278,CALIFORNIA,BURBANK,2016,105865,104.0,0.0,11.0,23.0,70.0,1358.0,202.0,1038.0,118.0,8.0,2932.0
279,CALIFORNIA,CARLSBAD,2016,113972,89.0,0.0,18.0,25.0,46.0,1137.0,192.0,863.0,82.0,4.0,2456.0
280,CALIFORNIA,CHULA VISTA,2016,265215,362.0,0.0,33.0,97.0,232.0,2377.0,374.0,1554.0,449.0,17.0,5495.0
281,CALIFORNIA,CLOVIS,2016,103769,131.0,2.0,18.0,35.0,76.0,1506.0,215.0,1178.0,113.0,3.0,3277.0
282,CALIFORNIA,CONCORD,2016,128767,221.0,1.0,14.0,75.0,131.0,2116.0,227.0,1374.0,515.0,8.0,4682.0
283,CALIFORNIA,CORONA,2016,163633,95.0,1.0,24.0,45.0,25.0,1866.0,384.0,1133.0,349.0,11.0,3933.0
284,CALIFORNIA,COSTA MESA,2016,113477,199.0,0.0,27.0,72.0,100.0,2466.0,413.0,1751.0,302.0,19.0,5349.0
285,CALIFORNIA,DALY CITY,2016,107320,131.0,0.0,11.0,47.0,73.0,783.0,129.0,567.0,87.0,5.0,1833.0
286,CALIFORNIA,DOWNEY,2016,114754,189.0,1.0,5.0,93.0,90.0,1601.0,237.0,975.0,389.0,5.0,3585.0
287,CALIFORNIA,EL CAJON,2016,103942,202.0,1.0,29.0,67.0,105.0,1273.0,210.0,836.0,227.0,6.0,2956.0
288,CALIFORNIA,ELK GROVE,2016,166183,278.0,0.0,32.0,45.0,201.0,1269.0,210.0,934.0,125.0,1.0,3095.0
289,CALIFORNIA,EL MONTE,2016,117376,226.0,0.0,17.0,92.0,117.0,1191.0,338.0,539.0,314.0,17.0,2851.0
290,CALIFORNIA,ESCONDIDO,2016,151732,257.0,3.0,19.0,73.0,162.0,1665.0,221.0,1124.0,320.0,7.0,3851.0
291,CALIFORNIA,FAIRFIELD,2016,112582,275.0,2.0,29.0,78.0,166.0,1389.0,217.0,907.0,265.0,8.0,3336.0
292,CALIFORNIA,FONTANA,2016,206982,447.0,5.0,40.0,113.0,289.0,2224.0,341.0,1318.0,565.0,7.0,5349.0
293,CALIFORNIA,FREMONT,2016,232427,204.0,0.0,33.0,97.0,74.0,2239.0,454.0,1455.0,330.0,6.0,4892.0
294,CALIFORNIA,FRESNO,2016,520837,1613.0,18.0,81.0,552.0,962.0,10334.0,1726.0,6762.0,1846.0,126.0,24020.0
295,CALIFORNIA,GARDEN GROVE,2016,176041,252.0,1.0,17.0,80.0,154.0,2187.0,448.0,1387.0,352.0,4.0,4882.0
296,CALIFORNIA,GLENDALE,2016,202298,114.0,1.0,17.0,45.0,51.0,1795.0,313.0,1309.0,173.0,4.0,3822.0
297,CALIFORNIA,HAYWARD,2016,157157,298.0,3.0,34.0,174.0,87.0,2266.0,364.0,1227.0,675.0,6.0,5134.0
298,CALIFORNIA,HUNTINGTON BEACH,2016,203233,170.0,0.0,24.0,32.0,114.0,2167.0,317.0,1644.0,206.0,7.0,4681.0
299,CALIFORNIA,INGLEWOOD,2016,112450,402.0,9.0,27.0,205.0,161.0,1219.0,236.0,613.0,370.0,14.0,3256.0
300,CALIFORNIA,IRVINE,2016,258198,74.0,1.0,21.0,27.0,25.0,1977.0,313.0,1582.0,82.0,4.0,4106.0
301,CALIFORNIA,LANCASTER,2016,162095,550.0,3.0,40.0,173.0,334.0,1761.0,517.0,931.0,313.0,35.0,4657.0
302,CALIFORNIA,LONG BEACH,2016,476318,1405.0,15.0,109.0,540.0,741.0,6900.0,1527.0,4009.0,1364.0,47.0,16657.0
303,CALIFORNIA,LOS ANGELES,2016,3962726,13724.0,136.0,1127.0,4930.0,7531.0,48427.0,7795.0,31619.0,9013.0,639.0,124941.0
304,CALIFORNIA,MODESTO,2016,210794,1034.0,4.0,45.0,240.0,745.0,5010.0,763.0,3412.0,835.0,31.0,12119.0
305,CALIFORNIA,MORENO VALLEY,2016,205182,469.0,5.0,4.0,180.0,280.0,3052.0,433.0,2062.0,557.0,6.0,7048.0
306,CALIFORNIA,MURRIETA,2016,109495,53.0,1.0,13.0,8.0,31.0,812.0,131.0,575.0,106.0,5.0,1735.0
307,CALIFORNIA,NORWALK,2016,107470,203.0,3.0,17.0,66.0,117.0,942.0,186.0,541.0,215.0,9.0,2299.0
308,CALIFORNIA,OAKLAND,2016,419481,2952.0,28.0,128.0,1509.0,1287.0,11450.0,1440.0,6431.0,3579.0,91.0,28895.0
309,CALIFORNIA,OCEANSIDE,2016,176319,307.0,1.0,27.0,76.0,203.0,2152.0,249.0,1659.0,244.0,7.0,4925.0
310,CALIFORNIA,ONTARIO,2016,170274,298.0,6.0,15.0,102.0,175.0,2331.0,462.0,1383.0,486.0,15.0,5273.0
311,CALIFORNIA,ORANGE,2016,140572,104.0,0.0,13.0,27.0,64.0,1282.0,227.0,871.0,184.0,6.0,2778.0
312,CALIFORNIA,OXNARD,2016,207221,450.0,8.0,29.0,196.0,217.0,3291.0,509.0,2307.0,475.0,17.0,7499.0
313,CALIFORNIA,PALMDALE,2016,159613,351.0,5.0,27.0,93.0,226.0,1264.0,289.0,779.0,196.0,17.0,3247.0
314,CALIFORNIA,PASADENA,2016,141815,241.0,1.0,21.0,78.0,141.0,1722.0,413.0,1145.0,164.0,38.0,3964.0
315,CALIFORNIA,POMONA,2016,154410,334.0,3.0,34.0,133.0,164.0,2316.0,414.0,1333.0,569.0,12.0,5312.0
316,CALIFORNIA,RANCHO CUCAMONGA,2016,176376,119.0,0.0,18.0,39.0,62.0,2072.0,483.0,1355.0,234.0,3.0,4385.0
317,CALIFORNIA,RIALTO,2016,103590,254.0,2.0,9.0,84.0,159.0,946.0,301.0,290.0,355.0,1.0,2401.0
318,CALIFORNIA,RICHMOND,2016,109716,474.0,9.0,40.0,170.0,255.0,1805.0,361.0,809.0,635.0,18.0,4576.0
319,CALIFORNIA,RIVERSIDE,2016,323064,832.0,3.0,70.0,289.0,470.0,5443.0,934.0,3589.0,920.0,27.0,12577.0
320,CALIFORNIA,SACRAMENTO,2016,489717,1733.0,13.0,42.0,536.0,1142.0,7875.0,1621.0,4740.0,1514.0,87.0,19303.0
321,CALIFORNIA,SALINAS,2016,158185,431.0,15.0,42.0,120.0,254.0,2738.0,340.0,1521.0,877.0,4.0,6342.0
322,CALIFORNIA,SAN BERNARDINO,2016,216477,1396.0,32.0,51.0,444.0,869.0,4431.0,1192.0,1957.0,1282.0,23.0,11677.0
323,CALIFORNIA,SAN DIEGO,2016,1400467,2644.0,24.0,297.0,723.0,1600.0,14865.0,2493.0,9412.0,2960.0,138.0,35156.0
324,CALIFORNIA,SAN FRANCISCO,2016,863782,2987.0,25.0,163.0,1497.0,1302.0,22833.0,2435.0,17815.0,2583.0,130.0,51770.0
325,CALIFORNIA,SAN JOSE,2016,1031458,1919.0,25.0,220.0,583.0,1091.0,11463.0,2052.0,6152.0,3259.0,55.0,26819.0
326,CALIFORNIA,SAN MATEO,2016,104306,109.0,0.0,12.0,22.0,75.0,1019.0,389.0,533.0,97.0,0.0,2256.0
327,CALIFORNIA,SANTA ANA,2016,337304,868.0,13.0,77.0,267.0,511.0,3428.0,557.0,1923.0,948.0,18.0,8610.0
328,CALIFORNIA,SANTA CLARA,2016,123562,88.0,2.0,11.0,32.0,43.0,1297.0,175.0,959.0,163.0,6.0,2776.0
329,CALIFORNIA,SANTA CLARITA,2016,211132,156.0,2.0,25.0,51.0,78.0,1476.0,325.0,963.0,188.0,5.0,3269.0
330,CALIFORNIA,SANTA MARIA,2016,104355,270.0,7.0,20.0,97.0,146.0,1371.0,233.0,815.0,323.0,3.0,3285.0
331,CALIFORNIA,SANTA ROSA,2016,175738,333.0,4.0,48.0,58.0,223.0,1714.0,298.0,1192.0,224.0,11.0,4105.0
332,CALIFORNIA,SIMI VALLEY,2016,127472,88.0,0.0,17.0,22.0,49.0,780.0,171.0,561.0,48.0,2.0,1738.0
333,CALIFORNIA,STOCKTON,2016,304890,2158.0,25.0,57.0,578.0,1498.0,5912.0,1130.0,3949.0,833.0,42.0,16182.0
334,CALIFORNIA,SUNNYVALE,2016,152443,68.0,0.0,8.0,21.0,39.0,1012.0,266.0,629.0,117.0,9.0,2169.0
335,CALIFORNIA,TEMECULA,2016,111673,62.0,2.0,3.0,27.0,30.0,1238.0,165.0,912.0,161.0,1.0,2601.0
336,CALIFORNIA,THOUSAND OAKS,2016,129976,83.0,0.0,16.0,17.0,50.0,761.0,109.0,605.0,47.0,4.0,1692.0
337,CALIFORNIA,TORRANCE,2016,149243,116.0,0.0,12.0,58.0,46.0,1568.0,208.0,1173.0,187.0,3.0,3371.0
338,CALIFORNIA,VALLEJO,2016,121257,517.0,10.0,48.0,167.0,292.0,2419.0,1120.0,691.0,608.0,36.0,5908.0
339,CALIFORNIA,VENTURA,2016,110077,183.0,4.0,28.0,46.0,105.0,1854.0,325.0,1382.0,147.0,3.0,4077.0
340,CALIFORNIA,VICTORVILLE,2016,123332,314.0,4.0,21.0,95.0,194.0,1833.0,452.0,1125.0,256.0,10.0,4304.0
341,CALIFORNIA,VISALIA,2016,130405,264.0,2.0,29.0,53.0,180.0,1969.0,492.0,1137.0,340.0,1.0,4467.0
342,CALIFORNIA,WEST COVINA,2016,109030,146.0,2.0,9.0,64.0,71.0,1442.0,270.0,921.0,251.0,5.0,3181.0
343,COLORADO,ARVADA,2016,115379,103.0,1.0,16.0,21.0,65.0,1445.0,165.0,1107.0,173.0,12.0,3108.0
344,COLORADO,AURORA,2016,360237,904.0,7.0,136.0,280.0,481.0,5477.0,811.0,3924.0,742.0,29.0,12791.0
345,COLORADO,COLORADO SPRINGS,2016,452410,1135.0,7.0,255.0,197.0,676.0,7574.0,1187.0,5489.0,898.0,51.0,17469.0
346,COLORADO,DENVER,2016,682418,2126.0,20.0,255.0,573.0,1278.0,12336.0,2384.0,7655.0,2297.0,43.0,28967.0
347,COLORADO,FORT COLLINS,2016,159629,133.0,1.0,13.0,14.0,105.0,1583.0,165.0,1334.0,84.0,7.0,3439.0
348,COLORADO,LAKEWOOD,2016,151311,437.0,3.0,76.0,82.0,276.0,4124.0,492.0,3194.0,438.0,11.0,9133.0
349,COLORADO,PUEBLO,2016,108810,536.0,2.0,81.0,109.0,344.0,3439.0,879.0,2135.0,425.0,25.0,7975.0
350,COLORADO,THORNTON,2016,133188,143.0,1.0,35.0,16.0,91.0,1997.0,259.0,1435.0,303.0,8.0,4288.0
351,COLORADO,WESTMINSTER,2016,113547,129.0,3.0,22.0,35.0,69.0,1920.0,176.0,1427.0,317.0,4.0,4102.0
352,CONNECTICUT,BRIDGEPORT5,2016,148313,472.0,2.0,28.0,188.0,254.0,0.0,292.0,0.0,270.0,4.0,1510.0
353,CONNECTICUT,HARTFORD,2016,124553,613.0,10.0,28.0,202.0,373.0,2390.0,363.0,1661.0,366.0,55.0,6061.0
354,CONNECTICUT,NEW HAVEN,2016,130403,594.0,5.0,35.0,188.0,366.0,2299.0,333.0,1652.0,314.0,13.0,5799.0
355,CONNECTICUT,STAMFORD,2016,129682,153.0,0.0,17.0,54.0,82.0,851.0,121.0,657.0,73.0,1.0,2009.0
356,CONNECTICUT,WATERBURY6,2016,109044,267.0,3.0,14.0,110.0,140.0,2052.0,358.0,1393.0,301.0,13.0,4651.0
357,FLORIDA,CAPE CORAL,2016,173844,103.0,4.0,7.0,19.0,73.0,1508.0,307.0,1111.0,90.0,2.0,3224.0
358,FLORIDA,CLEARWATER,2016,111316,336.0,1.0,40.0,69.0,226.0,1821.0,260.0,1463.0,98.0,6.0,4320.0
359,FLORIDA,CORAL SPRINGS,2016,129631,110.0,0.0,11.0,37.0,62.0,1205.0,104.0,1018.0,83.0,4.0,2634.0
360,FLORIDA,DAVIE,2016,100612,97.0,2.0,13.0,38.0,44.0,1431.0,160.0,1125.0,146.0,3.0,3059.0
361,FLORIDA,FORT LAUDERDALE,2016,178598,584.0,12.0,46.0,225.0,301.0,5366.0,941.0,3983.0,442.0,9.0,11909.0
362,FLORIDA,GAINESVILLE,2016,129410,420.0,3.0,57.0,83.0,277.0,2379.0,307.0,1930.0,142.0,3.0,5601.0
363,FLORIDA,HIALEAH,2016,238132,336.0,5.0,18.0,82.0,231.0,2812.0,255.0,2255.0,302.0,17.0,6313.0
364,FLORIDA,HOLLYWOOD,2016,149822,316.0,2.0,25.0,110.0,179.0,2372.0,358.0,1756.0,258.0,2.0,5378.0
365,FLORIDA,JACKSONVILLE,2016,867258,2758.0,52.0,251.0,703.0,1752.0,15340.0,2758.0,11160.0,1422.0,45.0,36241.0
366,FLORIDA,LAKELAND,2016,103498,168.0,1.0,36.0,55.0,76.0,2585.0,321.0,2088.0,176.0,1.0,5507.0
367,FLORIDA,MIAMI,2016,437969,1953.0,27.0,44.0,671.0,1211.0,9473.0,1282.0,7305.0,886.0,28.0,22880.0
368,FLORIDA,MIAMI GARDENS,2016,113469,376.0,11.0,7.0,135.0,223.0,1820.0,297.0,1316.0,207.0,12.0,4404.0
369,FLORIDA,MIRAMAR,2016,138330,233.0,2.0,12.0,63.0,156.0,1480.0,164.0,1183.0,133.0,4.0,3430.0
370,FLORIDA,ORLANDO7,2016,268438,1194.0,65.0,85.0,240.0,804.0,7600.0,1421.0,5609.0,570.0,11.0,17599.0
371,FLORIDA,PALM BAY,2016,106469,251.0,2.0,30.0,25.0,194.0,783.0,192.0,536.0,55.0,5.0,2073.0
372,FLORIDA,PEMBROKE PINES,2016,167266,187.0,1.0,9.0,51.0,126.0,1823.0,152.0,1548.0,123.0,1.0,4021.0
373,FLORIDA,POMPANO BEACH,2016,107656,458.0,3.0,44.0,160.0,251.0,2586.0,413.0,1888.0,285.0,2.0,6090.0
374,FLORIDA,PORT ST. LUCIE,2016,176364,139.0,2.0,8.0,27.0,102.0,1167.0,204.0,925.0,38.0,3.0,2615.0
375,FLORIDA,ST. PETERSBURG,2016,255821,854.0,11.0,59.0,258.0,526.0,5642.0,932.0,4272.0,438.0,22.0,13014.0
376,FLORIDA,TALLAHASSEE,2016,189709,857.0,4.0,104.0,200.0,549.0,5346.0,1036.0,3777.0,533.0,3.0,12409.0
377,FLORIDA,TAMPA,2016,364383,984.0,12.0,43.0,258.0,671.0,4031.0,761.0,2917.0,353.0,34.0,10064.0
378,FLORIDA,WEST PALM BEACH,2016,104919,479.0,3.0,41.0,151.0,284.0,2671.0,439.0,1949.0,283.0,12.0,6312.0
379,GEORGIA,ATHENS-CLARKE COUNTY,2016,120858,274.0,1.0,27.0,76.0,170.0,2096.0,425.0,1559.0,112.0,9.0,4749.0
380,GEORGIA,ATLANTA,2016,464710,2531.0,57.0,60.0,1092.0,1322.0,11522.0,2171.0,7507.0,1844.0,27.0,28133.0
381,GEORGIA,SANDY SPRINGS,2016,103898,51.0,0.0,5.0,27.0,19.0,1296.0,234.0,985.0,77.0,4.0,2698.0
382,GEORGIA,SAVANNAH-CHATHAM METROPOLITAN,2016,240178,574.0,28.0,28.0,254.0,264.0,3950.0,789.0,2720.0,441.0,6.0,9054.0
383,HAWAII,HONOLULU,2016,999307,1165.0,9.0,181.0,378.0,597.0,15535.0,1843.0,11477.0,2215.0,139.0,33539.0
